Brand,Model,Storage,category,marketplace,link,priceInitial,pricePromo,promotionType,collectionTime
Apple,iPad Air 1st,16GB,Tablette,Newegg,https://www.newegg.com/apple-black-ipad-air-md785ll-a/p/0EJ-001B-00079,8609.9,949.9,88%,2025-01-31 00:59:39
Samsung,Galaxy Tab S9,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AX0,6390.0,N/A,Aucune,2025-01-31 00:59:39
Samsung,Galaxy Tab S6,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-005X6,2769.9,N/A,Aucune,2025-01-31 00:59:39
SAMSUNG,Galaxy Tab S6,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-009U8,4459.9,N/A,Aucune,2025-01-31 00:59:39
SAMSUNG,Galaxy Tab A8,128GB,Tablette,Newegg,https://www.newegg.com/samsung-sm-x200nidfxar-galaxy-tab-a8-pink-gold/p/N82E16834132488,3390.0,N/A,Aucune,2025-01-31 00:59:39
Apple,iPad Air 11,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-016C6,6849.5,N/A,Aucune,2025-01-31 00:59:39
Samsung,Galaxy Tab S9,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AX6,6890.0,N/A,Aucune,2025-01-31 00:59:39
Apple,iPad Air 13,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-016C5,8649.5,N/A,Aucune,2025-01-31 00:59:39
Apple,iPad Air 11,256GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-016D4,7549.5,N/A,Aucune,2025-01-31 00:59:39
Lenovo,Tab M8,32GB,Tablette,Newegg,https://www.newegg.com/lenovo-za5g0060us-tb-8505f-gray/p/0EJ-001J-002M7,1832.5,N/A,Aucune,2025-01-31 00:59:39
Lenovo,Tab M8,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-00558,1490.0,N/A,Aucune,2025-01-31 00:59:39
Samsung,Galaxy Tab S6,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AY3,3039.9,N/A,Aucune,2025-01-31 00:59:39
SAMSUNG,Galaxy Tab S9,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00B14,5790.0,N/A,Aucune,2025-01-31 00:59:39
Samsung,Galaxy Tab S8,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00A09,13169.9,N/A,Aucune,2025-01-31 00:59:39
Apple,iPad 5th,32GB,Tablette,Newegg,https://www.newegg.com/apple-space-gray-ipad-9-7-2017-model/p/0EJ-001B-002M0,980.0,N/A,Aucune,2025-01-31 00:59:39
Samsung,Galaxy Tab Active2,16GB,Tablette,Newegg,https://www.newegg.com/samsung-black-galaxy-tab-active2-sm-t390/p/N82E16834132201,0.0,N/A,Aucune,2025-01-31 00:59:51
Apple,iPad 7,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-018D6,1449.7,N/A,Aucune,2025-01-31 00:59:51
Samsung,Galaxy Tab A8,32GB,Tablette,Newegg,https://www.newegg.com/samsung-sm-x200nzaaxar-galaxy-tab-a8-dark-gray/p/0EJ-000P-009T4,1659.7,N/A,Aucune,2025-01-31 00:59:51
Samsung,Galaxy Tab S6,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00633,3090.0,N/A,Aucune,2025-01-31 00:59:51
Samsung,Galaxy Tab A7,64GB,Tablette,Newegg,https://www.newegg.com/samsung-sm-t500nzatxar-a7-gray/p/0EJ-000P-006B0,2599.9,N/A,Aucune,2025-01-31 00:59:51
Apple,iPad Pro,512GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-016F5,12899.5,N/A,Aucune,2025-01-31 00:59:51
Apple,iPad Air 13,512GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-017B8,11599.5,N/A,Aucune,2025-01-31 00:59:51
Apple,iPad Air,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-017F2,1049.7,N/A,Aucune,2025-01-31 00:59:51
Samsung,Galaxy Tab S6,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-006D1,3499.9,N/A,Aucune,2025-01-31 00:59:51
Apple,iPad 4,16GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01855,799.7,N/A,Aucune,2025-01-31 00:59:51
Apple,iPad 7th,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00M74,4290.0,1849.9,56%,2025-01-31 00:59:51
Apple,iPad 4,16GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01910,799.7,N/A,Aucune,2025-01-31 00:59:51
Apple,iPad Pro,512GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-016F6,14999.5,N/A,Aucune,2025-01-31 00:59:51
Lenovo,Tab M10,64GB,Tablette,Newegg,https://www.newegg.com/lenovo-zaaj0403us-tb125fu-gray/p/0EJ-001J-00595,1199.9,N/A,Aucune,2025-01-31 00:59:51
Apple,iPad Air,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-018Z1,1049.7,N/A,Aucune,2025-01-31 00:59:51
Samsung,Galaxy Tab E,16GB,Tablette,Newegg,https://www.newegg.com/samsung-metallic-black-galaxy-tab-e-sm-t377v/p/N82E16834132035,2388.7,N/A,Aucune,2025-01-31 00:59:51
Lenovo,Tab M10,32GB,Tablette,Newegg,https://www.newegg.com/lenovo-zaaj0404us-tb125fu-gray/p/0EJ-001J-00594,1099.9,N/A,Aucune,2025-01-31 00:59:51
Lenovo,Tab M8,16GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-00452,1490.0,N/A,Aucune,2025-01-31 00:59:51
Samsung,Galaxy Tab A8,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00A57,2299.9,N/A,Aucune,2025-01-31 00:59:51
Samsung,Galaxy Tab S6,64GB,Tablette,Newegg,https://www.newegg.com/samsung-sm-p610nzabxar-s6-gray/p/0EJ-000P-006C5,3090.0,N/A,Aucune,2025-01-31 00:59:59
Samsung,Galaxy Tab A7,32GB,Tablette,Newegg,https://www.newegg.com/samsung-t220-galaxy-a7-lite-silver/p/0EJ-000P-008J3,1790.0,N/A,Aucune,2025-01-31 00:59:59
Samsung,Galaxy Tab A7,64GB,Tablette,Newegg,https://www.newegg.com/samsung-sm-t500nzatxar-tab-a7-gray/p/0EJ-000P-006J0,2599.9,N/A,Aucune,2025-01-31 00:59:59
Samsung,Galaxy Tab A8,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-009S5,2799.9,N/A,Aucune,2025-01-31 00:59:59
Samsung,Galaxy Tab A7,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AY2,2599.9,N/A,Aucune,2025-01-31 00:59:59
Apple,iPad 10,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-00EF2,2100.9,N/A,Aucune,2025-01-31 00:59:59
Samsung,Galaxy Tab S7,64GB,Tablette,Newegg,https://www.newegg.com/p/2WC-001T-00041,2299.5,N/A,Aucune,2025-01-31 00:59:59
Apple,iPad 10,256GB,Tablette,Newegg,https://www.newegg.com/apple-mk2p3ll-a-9th-generation-silver/p/24W-0002-00RA5,3398.2,N/A,Aucune,2025-01-31 00:59:59
Apple,iPad Air 2,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00B04,1299.5,N/A,Aucune,2025-01-31 00:59:59
Apple,iPad Pro,32GB,Tablette,Newegg,https://www.newegg.com/p/N82E16858753816,1186.7,N/A,Aucune,2025-01-31 00:59:59
Apple,iPad 2017,32GB,Tablette,Newegg,https://www.newegg.com/apple-gold-ipad-9-7-mpgt2ll-a/p/24W-0002-008D1,1099.8,N/A,Aucune,2025-01-31 00:59:59
Apple,iPad 10,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-00F34,1832.9,N/A,Aucune,2025-01-31 00:59:59
Apple,iPad 9,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00B57,1299.5,N/A,Aucune,2025-01-31 00:59:59
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00707,1186.7,N/A,Aucune,2025-01-31 00:59:59
Apple,iPad 10,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-00G35,4209.0,N/A,Aucune,2025-01-31 00:59:59
Apple,iPad 10,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-00G36,4209.0,N/A,Aucune,2025-01-31 01:00:07
Apple,iPad 10,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00RJ8,2161.8,N/A,Aucune,2025-01-31 01:00:07
SAMSUNG,Galaxy Tab S7,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00A52,5499.5,N/A,Aucune,2025-01-31 01:00:07
Apple,iPad 7,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00XS2,1938.7,N/A,Aucune,2025-01-31 01:00:07
SAMSUNG,Galaxy Tab S9,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AX7,7790.0,N/A,Aucune,2025-01-31 01:00:07
Apple,iPad Pro,512GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00ZJ4,9890.0,N/A,Aucune,2025-01-31 01:00:07
Apple,iPad Pro,512GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00V67,5160.0,N/A,Aucune,2025-01-31 01:00:07
Apple,iPad Mini,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01381,5390.0,N/A,Aucune,2025-01-31 01:00:07
Apple,iPad Air 10,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01214,6270.0,N/A,Aucune,2025-01-31 01:00:07
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00ZZ7,8290.0,N/A,Aucune,2025-01-31 01:00:07
Apple,iPad Pro,256GB,Tablette,Newegg,https://www.newegg.com/apple-mxew2ll-a-pro-space-gray/p/24W-0002-00UV8,5980.0,N/A,Aucune,2025-01-31 01:00:07
Apple,iPad 4,16GB,Tablette,Newegg,https://www.newegg.com/apple-black-ipad-4-md510ll-a-b/p/24W-0002-002H9,590.0,N/A,Aucune,2025-01-31 01:00:07
Apple,iPad 9,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00B57,1299.5,N/A,Aucune,2025-01-31 01:00:07
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00V66,6430.0,N/A,Aucune,2025-01-31 01:00:07
Apple,iPad Pro,256GB,Tablette,Newegg,https://www.newegg.com/apple-a2228-ipad-pro-11-gray/p/24W-0002-01101,6110.0,N/A,Aucune,2025-01-31 01:00:07
Apple,iPad Pro,512GB,Tablette,Newegg,https://www.newegg.com/apple-a2378-ipad-pro-12-9-gray/p/24W-0002-014B9,8970.0,N/A,Aucune,2025-01-31 01:00:07
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/apple-a2435-ipad-pro-11-gray/p/24W-0002-012P1,7980.0,N/A,Aucune,2025-01-31 01:00:07
Apple,iPad Pro,256GB,Tablette,Newegg,https://www.newegg.com/apple-mhnh3ll-a-2021-space-gray/p/24W-0002-00T12,8590.0,N/A,Aucune,2025-01-31 01:00:07
Apple,iPad Air 4th,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00SM0,5280.0,N/A,Aucune,2025-01-31 01:00:07
SAMSUNG,Galaxy Tab S8,256GB,Tablette,Newegg,https://www.newegg.com/samsung-sm-x800nzabxar-galaxy-tab-s8-dark-gray/p/N82E16834132496,11571.3,N/A,Aucune,2025-01-31 01:00:17
Apple,iPad Air 4,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00ZV3,4380.0,N/A,Aucune,2025-01-31 01:00:17
Apple,iPad Air 10,256GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01244,6370.0,N/A,Aucune,2025-01-31 01:00:17
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/apple-a2764-ipad-pro-12-9-gray/p/24W-0002-014N5,10990.0,N/A,Aucune,2025-01-31 01:00:17
Apple,iPad Pro,256GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-015E5,9210.0,N/A,Aucune,2025-01-31 01:00:17
Apple,iPad Pro,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00WW0,3770.0,N/A,Aucune,2025-01-31 01:00:17
Apple,iPad 8,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00Z58,1899.9,N/A,Aucune,2025-01-31 01:00:17
Samsung,Galaxy Tab A,8GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-009Y9,850.0,N/A,Aucune,2025-01-31 01:00:17
Apple,iPad 4,16GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00B30,590.0,N/A,Aucune,2025-01-31 01:00:17
Apple,iPad 8,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01596,1890.0,N/A,Aucune,2025-01-31 01:00:17
Apple,iPad 4,16GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-001J9,590.0,N/A,Aucune,2025-01-31 01:00:17
Apple,iPad 10,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-011W0,2190.0,N/A,Aucune,2025-01-31 01:00:17
Apple,iPad 10th,64GB,Tablette,Newegg,https://www.newegg.com/apple-a2757-ipad-10th-gen-silver/p/24W-0002-012F0,3990.0,N/A,Aucune,2025-01-31 01:00:17
Apple,iPad Pro,256GB,Tablette,Newegg,https://www.newegg.com/apple-mhnj3ll-a-pro-silver/p/24W-0002-00RM9,7399.9,N/A,Aucune,2025-01-31 01:00:17
Apple,iPad 10,32GB,Tablette,Newegg,https://www.newegg.com/apple-ipad-10-2-7th-gen-32gb-space-gray/p/24W-0002-00WE6,1500.0,N/A,Aucune,2025-01-31 01:00:17
Apple,iPad 8th,32GB,Tablette,Newegg,https://www.newegg.com/apple-a2428-ipad-8th-gen-gray/p/24W-0002-013P1,1899.9,N/A,Aucune,2025-01-31 01:00:17
Apple,iPad 6,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00YD3,1630.0,N/A,Aucune,2025-01-31 01:00:17
Apple,iPad 8,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-011A6,1899.9,N/A,Aucune,2025-01-31 01:00:17
Apple,iPad Air 3,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00VJ2,2480.0,N/A,Aucune,2025-01-31 01:00:17
Apple,iPad Air 10,256GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01238,5999.9,N/A,Aucune,2025-01-31 01:00:17
Apple,iPad 7th,32GB,Tablette,Newegg,https://www.newegg.com/apple-a2200-ipad-7th-gen-gray/p/24W-0002-00ZS8,1699.9,N/A,Aucune,2025-01-31 01:00:17
Apple,iPad Mini,64GB,Tablette,Newegg,https://www.newegg.com/apple-a2568-ipad-mini-6-gray/p/24W-0002-010A9,4399.9,N/A,Aucune,2025-01-31 01:00:17
Apple,iPad 10,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-011T8,2690.0,N/A,Aucune,2025-01-31 01:00:17
Apple,iPad Mini,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00US9,2350.0,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad 5th,32GB,Tablette,Newegg,https://www.newegg.com/apple-a1823-ipad-5th-gen-gold/p/24W-0002-00ZD3,1399.9,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad 10,32GB,Tablette,Newegg,https://www.newegg.com/apple-mw752ll-a-7th-generation-silver/p/24W-0002-00FX5,1630.0,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad 6th,32GB,Tablette,Newegg,https://www.newegg.com/apple-ipad-6th-generation-9-7-space-gray/p/23M-0003-014H7,1700.0,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad 5th,32GB,Tablette,Newegg,https://www.newegg.com/p/1AY-0009-00185,1390.0,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00ZX1,6599.9,N/A,Aucune,2025-01-31 01:00:28
Samsung,Galaxy Tab S7,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-008H7,2960.0,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad Mini,128GB,Tablette,Newegg,https://www.newegg.com/apple-a1550-ipad-mini-4-gray/p/24W-0002-014C6,1389.9,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad 5th,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00R26,1190.0,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad Air 4,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-014X5,3649.9,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad 8th,32GB,Tablette,Newegg,https://www.newegg.com/apple-a2270-ipad-8th-gen-gray/p/24W-0002-00ZG9,1608.6,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad 8th,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-00F62,2500.0,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad 6,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00Z48,1280.0,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/apple-mhng3ll-a-pro-silver/p/24W-0002-00UW1,7069.9,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad 10,128GB,Tablette,Newegg,https://www.newegg.com/p/1AY-0009-00213,1999.9,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad Air 3,64GB,Tablette,Newegg,https://www.newegg.com/apple-a2152-ipad-air-3-gray/p/24W-0002-013G6,1850.0,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/apple-a2764-ipad-pro-12-9-silver/p/24W-0002-015V6,8599.9,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad Pro,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-009V0,4999.9,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad Mini,16GB,Tablette,Newegg,https://www.newegg.com/apple-a1538-ipad-mini-4-gray/p/24W-0002-01094,1199.9,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad Pro,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-008W0,1790.0,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad Mini,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-008H0,1499.9,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad 6,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-00CY4,1550.0,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/apple-mnxp3ll-a-r-black/p/0EJ-001B-00G76,8399.9,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad Mini,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-008H6,1399.9,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad Mini,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-008F4,1590.0,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad Mini,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-008E3,2020.0,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad Mini,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-008G8,1650.0,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad Air 2,32GB,Tablette,Newegg,https://www.newegg.com/apple-a1567-ipad-air-2-gold/p/24W-0002-013J0,1250.0,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad Air 10,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01222,5090.0,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-00FN6,5789.9,N/A,Aucune,2025-01-31 01:00:28
Apple,iPad Mini,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-008A1,1699.9,N/A,Aucune,2025-01-31 01:00:28
Samsung,Galaxy Tab S9,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AU7,6650.0,N/A,Aucune,2025-01-31 01:00:28
Brand,Model,Storage,category,marketplace,link,priceInitial,pricePromo,promotionType,collectionTime
Lenovo,Tab Plus,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-005Y2,3199.9,2399.9,25%,2025-01-31 01:05:02
Lenovo,Tab M11,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-005M9,3600.0,N/A,Aucune,2025-01-31 01:05:02
Samsung,Galaxy Tab S9,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00B10,4290.0,N/A,Aucune,2025-01-31 01:05:02
Samsung,Galaxy Tab A9,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BF6,2470.0,N/A,Aucune,2025-01-31 01:05:02
Apple,Ipad 10,64GB,Tablette,Newegg,https://www.newegg.com/apple-mk2k3ll-a-9th-gen-ipad-silver/p/N82E16858752809,3999.9,2699.9,32%,2025-01-31 01:05:02
CHUWI,ipad Xpro,512GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-002A-000J6,2199.9,1059.9,51%,2025-01-31 01:05:02
Samsung,Galaxy Tab A9,64GB,Tablette,Newegg,https://www.newegg.com/p/1TS-0002-00611,1929.9,N/A,Aucune,2025-01-31 01:05:02
Samsung,Galaxy Tab S9,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AZ4,4499.9,3499.9,22%,2025-01-31 01:05:02
Lenovo,Tab M8,32GB,Tablette,Newegg,https://www.newegg.com/lenovo-android-zabu0108us-tb-300fu-gray/p/0EJ-001J-005B0,1099.9,729.9,33%,2025-01-31 01:05:02
Lenovo,Tab M11,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-005N0,1799.9,N/A,Aucune,2025-01-31 01:05:02
Apple,iPad 9th,64GB,Tablette,Newegg,https://www.newegg.com/apple-a2602-ipad-9th-gen-gray/p/24W-0002-010Z5,2199.9,N/A,Aucune,2025-01-31 01:05:02
Samsung,Galaxy Tab S9,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AZ5,5999.9,4799.9,20%,2025-01-31 01:05:02
Apple,iPad Air 3rd,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01661,4990.0,1509.9,69%,2025-01-31 01:05:02
Samsung,Galaxy Tab S9,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AZ6,5799.9,N/A,Aucune,2025-01-31 01:05:02
SAMSUNG,Galaxy Tab S6,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BR8,2299.9,N/A,Aucune,2025-01-31 01:05:02
Apple,iPad 6th,32GB,Tablette,Newegg,https://www.newegg.com/p/N82E16858752783,1999.9,1249.9,37%,2025-01-31 01:05:02
Lenovo,Tab M9,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-005B4,1290.0,1190.0,7%,2025-01-31 01:05:02
Apple,iPad 9th,64GB,Tablette,Newegg,https://www.newegg.com/apple-a2603-ipad-9th-gen-gray/p/24W-0002-01423,2499.9,N/A,Aucune,2025-01-31 01:05:02
Apple,iPad 6,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-017C7,14999.9,991.8,93%,2025-01-31 01:05:02
Apple,iPad 9th,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00RZ0,2799.9,N/A,Aucune,2025-01-31 01:05:02
Apple,iPad with,16GB,Tablette,Newegg,https://www.newegg.com/p/N82E16858753165,590.0,N/A,Aucune,2025-01-31 01:05:02
Apple,iPad Air 3rd,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01659,6290.0,1400.0,77%,2025-01-31 01:05:02
SAMSUNG,Galaxy Tab S9,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00B16,5790.0,N/A,Aucune,2025-01-31 01:05:02
Apple,iPad mini,64GB,Tablette,Newegg,https://www.newegg.com/apple-a2133-ipad-mini-wifi-space-gray/p/24W-0002-00KY3,2587.4,N/A,Aucune,2025-01-31 01:05:02
Lenovo,Tab M9,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-005B4R,1499.9,919.9,38%,2025-01-31 01:05:13
Apple,iPad Air 3rd,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-015G2,4990.0,1664.9,66%,2025-01-31 01:05:13
Apple,iPad 9th,64GB,Tablette,Newegg,https://www.newegg.com/apple-a2602-ipad-9th-gen-gray/p/24W-0002-010Z9,2096.3,N/A,Aucune,2025-01-31 01:05:13
Apple,iPad 8th,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-017C6,3290.0,1302.7,60%,2025-01-31 01:05:13
SAMSUNG,Galaxy Tab A8,32GB,Tablette,Newegg,https://www.newegg.com/samsung-sm-x200nzaaxar-galaxy-tab-a8-dark-gray/p/N82E16834132483,0.0,N/A,Aucune,2025-01-31 01:05:13
Samsung,Galaxy Tab A9,660GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BK5,2678.3,N/A,Aucune,2025-01-31 01:05:13
Apple,iPad Pro,512GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-017U4,7099.7,N/A,Aucune,2025-01-31 01:05:13
Samsung,Galaxy Tab S6,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-005K7,0.0,N/A,Aucune,2025-01-31 01:05:13
Apple,iPad 10,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-011W3,2409.9,N/A,Aucune,2025-01-31 01:05:13
Samsung,Galaxy Tab A,32GB,Tablette,Newegg,https://www.newegg.com/samsung-galaxy-tab/p/0EJ-000P-00AN9,650.0,N/A,Aucune,2025-01-31 01:05:13
Apple,iPad Air 11,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-016D7,6599.5,N/A,Aucune,2025-01-31 01:05:13
Samsung,Galaxy Tab A7,32GB,Tablette,Newegg,https://www.newegg.com/p/2WC-001T-00049,1399.9,N/A,Aucune,2025-01-31 01:05:20
Samsung,Galaxy Tab A,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-004P9,2711.1,N/A,Aucune,2025-01-31 01:05:20
Apple,iPad Air 10,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01229,4960.1,N/A,Aucune,2025-01-31 01:05:20
Apple,iPad Pro,256GB,Tablette,Newegg,https://www.newegg.com/apple-mnxt3ll-a-ipad-pro-silver/p/24W-0002-00YS0,8799.9,N/A,Aucune,2025-01-31 01:05:20
Apple,iPad 7th,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00SY6,1330.0,N/A,Aucune,2025-01-31 01:05:20
SAMSUNG,Galaxy Tab A,8GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-001E8,649.9,N/A,Aucune,2025-01-31 01:05:20
Apple,iPad 8,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-018D8,1649.7,N/A,Aucune,2025-01-31 01:05:20
Apple,iPad MD510LL,16GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00UT0,590.0,N/A,Aucune,2025-01-31 01:05:20
Apple,iPad 6,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-00F96,2299.9,1499.9,34%,2025-01-31 01:05:20
SAMSUNG,Galaxy Tab S9,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00B12,4390.0,N/A,Aucune,2025-01-31 01:05:20
